"Slide_number","scl_gloms_hc1_feat1","scl_gloms_hc1_feat2","scl_gloms_hc1_feat3","scl_gloms_hc1_feat4","scl_gloms_hc1_feat5","scl_gloms_hc1_feat6","scl_gloms_hc1_feat7","scl_gloms_hc1_feat8","scl_gloms_hc1_feat9","scl_gloms_hc1_feat10","scl_gloms_hc1_feat11","scl_gloms_hc1_feat12","scl_gloms_hc1_feat13","scl_gloms_hc1_feat14","scl_gloms_hc1_feat15","scl_gloms_hc1_feat16","scl_gloms_hc1_feat17","scl_gloms_hc1_feat18","scl_gloms_hc1_feat19","scl_gloms_hc1_feat20","scl_gloms_hc1_feat21","scl_gloms_hc1_feat22","scl_gloms_hc1_feat23","scl_gloms_hc1_feat24","scl_gloms_hc1_feat25","scl_gloms_hc1_feat26","scl_gloms_hc1_feat27","scl_gloms_hc1_feat46","scl_gloms_hc1_feat47","scl_gloms_hc1_feat48","scl_gloms_hc1_feat49","scl_gloms_hc1_feat50","scl_gloms_hc1_feat51","scl_gloms_hc1_feat52","scl_gloms_hc1_feat53","scl_gloms_hc1_feat54","scl_gloms_hc1_feat55","scl_gloms_hc1_feat56","scl_gloms_hc1_feat57","scl_gloms_hc1_feat58","scl_gloms_hc1_feat59","scl_gloms_hc2_feat1","scl_gloms_hc2_feat2","scl_gloms_hc2_feat3","scl_gloms_hc2_feat4","scl_gloms_hc2_feat5","scl_gloms_hc2_feat6","scl_gloms_hc2_feat7","scl_gloms_hc2_feat8","scl_gloms_hc2_feat9","scl_gloms_hc2_feat10","scl_gloms_hc2_feat11","scl_gloms_hc2_feat12","scl_gloms_hc2_feat13","scl_gloms_hc2_feat14","scl_gloms_hc2_feat15","scl_gloms_hc2_feat16","scl_gloms_hc2_feat17","scl_gloms_hc2_feat18","scl_gloms_hc2_feat19","scl_gloms_hc2_feat20","scl_gloms_hc2_feat21","scl_gloms_hc2_feat22","scl_gloms_hc2_feat23","scl_gloms_hc2_feat24","scl_gloms_hc2_feat25","scl_gloms_hc2_feat26","scl_gloms_hc2_feat27","scl_gloms_hc2_feat46","scl_gloms_hc2_feat47","scl_gloms_hc2_feat48","scl_gloms_hc2_feat49","scl_gloms_hc2_feat50","scl_gloms_hc2_feat51","scl_gloms_hc2_feat52","scl_gloms_hc2_feat53","scl_gloms_hc2_feat54","scl_gloms_hc2_feat55","scl_gloms_hc2_feat56","scl_gloms_hc2_feat57","scl_gloms_hc2_feat58","scl_gloms_hc2_feat59","scl_gloms_hc3_feat1","scl_gloms_hc3_feat2","scl_gloms_hc3_feat3","scl_gloms_hc3_feat4","scl_gloms_hc3_feat5","scl_gloms_hc3_feat6","scl_gloms_hc3_feat7","scl_gloms_hc3_feat8","scl_gloms_hc3_feat9","scl_gloms_hc3_feat10","scl_gloms_hc3_feat11","scl_gloms_hc3_feat12","scl_gloms_hc3_feat13","scl_gloms_hc3_feat14","scl_gloms_hc3_feat15","scl_gloms_hc3_feat16","scl_gloms_hc3_feat17","scl_gloms_hc3_feat18","scl_gloms_hc3_feat19","scl_gloms_hc3_feat20","scl_gloms_hc3_feat21","scl_gloms_hc3_feat22","scl_gloms_hc3_feat23","scl_gloms_hc3_feat24","scl_gloms_hc3_feat25","scl_gloms_hc3_feat26","scl_gloms_hc3_feat27","scl_gloms_hc3_feat46","scl_gloms_hc3_feat47","scl_gloms_hc3_feat48","scl_gloms_hc3_feat49","scl_gloms_hc3_feat50","scl_gloms_hc3_feat51","scl_gloms_hc3_feat52","scl_gloms_hc3_feat53","scl_gloms_hc3_feat54","scl_gloms_hc3_feat55","scl_gloms_hc3_feat56","scl_gloms_hc3_feat57","scl_gloms_hc3_feat58","scl_gloms_hc3_feat59","scl_gloms_hc4_feat1","scl_gloms_hc4_feat2","scl_gloms_hc4_feat3","scl_gloms_hc4_feat4","scl_gloms_hc4_feat5","scl_gloms_hc4_feat6","scl_gloms_hc4_feat7","scl_gloms_hc4_feat8","scl_gloms_hc4_feat9","scl_gloms_hc4_feat10","scl_gloms_hc4_feat11","scl_gloms_hc4_feat12","scl_gloms_hc4_feat13","scl_gloms_hc4_feat14","scl_gloms_hc4_feat15","scl_gloms_hc4_feat16","scl_gloms_hc4_feat17","scl_gloms_hc4_feat18","scl_gloms_hc4_feat19","scl_gloms_hc4_feat20","scl_gloms_hc4_feat21","scl_gloms_hc4_feat22","scl_gloms_hc4_feat23","scl_gloms_hc4_feat24","scl_gloms_hc4_feat25","scl_gloms_hc4_feat26","scl_gloms_hc4_feat27","scl_gloms_hc4_feat46","scl_gloms_hc4_feat47","scl_gloms_hc4_feat48","scl_gloms_hc4_feat49","scl_gloms_hc4_feat50","scl_gloms_hc4_feat51","scl_gloms_hc4_feat52","scl_gloms_hc4_feat53","scl_gloms_hc4_feat54","scl_gloms_hc4_feat55","scl_gloms_hc4_feat56","scl_gloms_hc4_feat57","scl_gloms_hc4_feat58","scl_gloms_hc4_feat59"
"H20-04374 - 2",0.151911745781001,1.3278690419754,15143.0185546875,1.33209178862528e-05,0.000116438886150064,1.32786905765533,5.21342645275489e-05,0.0004557085137583,5.19689989089966,5.56381604686857,6.33552135570761,554617.875,6.35566869091108e-05,7.23720453405934e-05,6.33552122116089,0.000300798521088462,0.000342519493467759,29.9844989776611,0.0104153432984122,1.40681933064448,1038.23266601562,1.41129314282966e-05,0.00190625927312587,1.40681934356689,5.01590040428157e-05,0.00677506775067751,5,331,2.31900733182369,0.995667469003765,34.4531722054381,99683,1202.22958082652,1.1257367221533,379.183514761795,336.831434295307,99650.5,165.130251619744,99650.5,87703,0.880105970366431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H20-08233 - 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H20-08288 - 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H20-08454 - 1",0.204890856403037,1.79693452992602,28416.72265625,1.29562951391247e-05,0.000113629346492695,1.79693448543549,7.06601623529875e-05,0.000619704011449383,9.79999923706055,1.94963750612869,3.20184633692911,270399.125,2.30860205430759e-05,3.79136583481578e-05,3.20184636116028,0.000141253281728839,0.000231977124599308,19.5907001495361,1.23117940742797,4.44361345863585,170754.734375,3.20394365154827e-05,0.000115637794498798,4.44361352920532,0.000200354725984556,0.000723126907025008,27.78759765625,376,2.48329986985196,1.19487814481085,42.0585106382979,138692,1414.78802205368,1.11365045570745,444.982630695008,399.571183592191,138637.5,191.407941319058,138637.5,67005,0.483310792534487,0.185920418259826,1.64347690610314,27278.4296875,1.12013751476831e-05,9.90165660346556e-05,1.64347696304321,6.5366921909857e-05,0.000577822638241724,9.59070014953613,3.58099939681436,4.53465509429077,525407.8125,3.09066534043983e-05,3.91374020985347e-05,4.53465509414673,0.000185153423586509,0.000234461618798051,27.1658954620361,0.218912430948876,2.25270380005962,32119.05078125,1.53536569755222e-05,0.000157995785180642,2.25270390510559,6.67089207652526e-05,0.000686463709047456,9.78759956359863,410,2.42598604700048,1.13463415420518,40.4829268292683,146721,1452.11897449537,1.22423964098069,479.347261816453,391.546920856498,146663.5,191.689853669932,146663.5,98450,0.671264493210649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H20-10380_1",0.326986265951479,2.88599426016461,93269.5625,1.01177751926031e-05,8.92999008582867e-05,2.88599419593811,4.90814685620929e-05,0.000433195064442458,13.9999980926514,3.19058336839153,7.31630101856244,910082,2.56496314296313e-05,5.88169631965981e-05,7.31630086898804,0.000140232786425466,0.000321566672830028,40,11.8620547609031,26.3246415261688,3383532.5,9.22894481187648e-05,0.00020481161884212,26.3246421813965,0.000285243279234154,0.000633020772955552,81.36279296875,126,2.16467624914789,1.00481976062774,256.492063492063,285240,2016.96168696999,1.15990046801564,650.101010678822,560.479996866471,285172.5,270.844974108806,285172.5,122628,0.430013412934277,0.250011205202474,2.21282339133804,67110.5078125,8.243577062775e-06,7.2963050348216e-05,2.21282339096069,4.61714369784488e-05,0.00040865862661979,12.393798828125,6.60906521253213,11.3289699289893,1774071.375,4.22045596820189e-05,7.23452064895932e-05,11.3289699554443,0.000218098533893846,0.000373854948102921,58.544189453125,8.10516521998286,26.6933661325547,2175669.5,9.94425623231179e-05,0.000327501864947299,26.6933670043945,0.00029776358983691,0.000980647810221602,79.9286804199219,237,2.46703907173509,1.37782457528837,127.966244725738,268430,1984.15764646288,1.46118965232047,708.617489477242,484.959285300105,268348,239.676865800603,268348,181779,0.677400241477484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H20-10380_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H20-10632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H20-11613 - 1",0.186949760411092,1.62590012727675,32135.916015625,9.45862701485432e-06,8.22615810445433e-05,1.6259001493454,4.64856644021176e-05,0.000404285341161974,7.99069976806641,3.87428990494252,5.18365249151593,665974.9375,3.01557476670223e-05,4.03472430724062e-05,5.18365240097046,0.000145256411132159,0.000194347551667032,24.9689960479736,0.748354201086704,5.43813543648277,128639.09375,3.16361964439655e-05,0.000229893706359412,5.43813562393188,0.000164034645448774,0.00119200589364035,28.1968994140625,395,2.4599991692575,1.27117500966174,50.0379746835443,171896,1572.15346238077,1.28786790584334,531.975259232577,413.066632702693,171847.5,200.262327960103,171847.5,139892,0.814047338483248,0.180804364842644,1.61565374178313,29248.1796875,9.9875361061319e-06,8.92478458421609e-05,1.61565375328064,5.68527537387879e-05,0.000508031785563857,9.1968994140625,3.82144187318798,5.30037886907314,618183.1875,3.27655133583393e-05,4.54461013413228e-05,5.30037879943848,0.000153134425648687,0.00021239901083693,24.7720966339111,1.0748448192462,6.43169423226308,173874.421875,3.97589992443559e-05,0.000237911298023294,6.43169403076172,0.000186573271382443,0.00111642370317835,30.1813983917236,349,2.48618453072734,1.25895666070222,51.8710601719198,161767,1523.91082169365,1.24414956462334,506.834195110786,407.37400833655,161725,199.642179911962,161725,126967,0.785079610449838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H20-11613 - 2",0.206988268767663,1.81376939639242,27339.2296875,1.50210591068934e-05,0.000132239758951268,1.81376936435699,7.01106381604724e-05,0.000618132475087192,8.4350396156311,1.21091527702447,2.94372606393331,148966.4046875,2.51001464480299e-05,6.39404397992992e-05,2.94372606277466,0.000157038110911826,0.000385698578416008,18.1906982421875,3.22339469642386,6.36057905457337,465269.609375,4.90791819177651e-05,0.000104057379330739,6.36057910919189,0.000254020247856325,0.000529371100910411,33.4158149719238,213.8,2.76695489901325,1.66729608416311,73.7317211217914,130698,1604.18352724461,1.33684256143904,483.187058467142,363.471083781065,130637.2,171.744732797232,95057.8,66056.2,0.663350928502784,0.172558370420958,1.5030765799168,38136.5693359375,7.04139367141757e-06,6.14268644806317e-05,1.50307657321294,3.65983328611104e-05,0.000319446297543259,7.89276623725891,8.07039549827006,9.64487018729185,1817999.25,4.39309554227581e-05,5.26418291752341e-05,9.64487036069234,0.000223648533555974,0.000269373334499821,48.5966431299845,0.265871836978135,3.93065069512457,56501.9681803385,1.92701511774135e-05,0.000425283299626434,3.93065073092779,7.32484972501053e-05,0.00159974751946517,15.3198986053467,490.333333333333,2.43336025417982,1.1888909216158,52.2348126019414,219161.5,1783.64742554928,1.24632235786772,590.274206710731,475.30810938625,219090.25,234.215084334253,184265.25,144190.833333333,0.675312107612601,0.122907495708718,1.1272727889244,111.600006103516,0.00124148991664601,0.0113865943870159,1.12727284431457,0.00220264317180617,0.0202020202020202,2,2.33866068970264,2.64117401274876,2123.50390625,0.0029087820242155,0.0032850423855568,2.64117407798767,0.00770925110132159,0.00870646766169154,7,0.00550660792951542,1,5,0.00110132158590308,0.2,1,0.00110132158590308,0.2,1,5,2.06084497421183,0.665842381098327,19.8,908,126.905591591022,1.75778677280695,46.0798258082617,26.2146845801315,909.5,13,172028.5,37020,0.215196900513578,0.186487424648547,1.63714387559596,7056.84399414062,4.89268296001634e-05,0.000431953620665032,1.63714385032654,0.000183983673298993,0.00162500333916568,6.09534978866577,4.18810795563179,5.30365528891045,155635.4765625,0.000159441937365387,0.000200400476800275,5.30365514755249,0.000648873168705139,0.000817752778287909,22.4860458374023,0.261198692721253,2.65299928104569,10676.9204101562,7.64608867730708e-05,0.000851056797284758,2.65299928188324,0.000326424317217636,0.00362263657383508,11.3937997817993,68,2.31677665604107,1.10276444337452,65.0050627338763,36312.5,861.2772183069,2.61532243209621,339.997539734956,142.735038553859,36296,91.3315697623533,53129.75,9681.5,1.12945747715128
"H20-11850 - 2",0.217004924427451,1.85862815629686,100401.234375,4.01719624828379e-06,3.44069337418494e-05,1.85862815380096,2.84899720571201e-05,0.000244014113399427,13.1813983917236,4.0300317938565,6.76057559825961,1864566.75,1.46121533612262e-05,2.45126025066417e-05,6.76057577133179,0.000105448394218424,0.000176894842843546,48.78759765625,4.96206296955917,17.2811820186829,2295787.75,3.73511488485247e-05,0.000130081380631011,17.2811813354492,0.000135654055780671,0.000472437057711625,62.7627906799316,1031,2.46509912367633,1.31179943845036,52.3947623666343,462668,2585.9393923934,1.16084293422126,830.300913296738,715.256895502178,462558,348.173807171074,462558,320027,0.691863506846709,0.188702377739577,1.6748627465781,26002.244140625,1.21547424973621e-05,0.00010788165812715,1.67486274242401,5.80572589716608e-05,0.000515297906602254,8,3.96444401103088,6.11257203200179,546280.5625,4.43598983500544e-05,6.83962425103027e-05,6.11257219314575,0.00023046259809299,0.000355338410028238,31.7565937042236,1.33811719855583,5.6044334156535,184385.859375,4.06722561524695e-05,0.000170347523906673,5.60443353652954,0.000198801109097754,0.00083263826225304,27.393798828125,187,3.08915859518762,2.04116967724355,83.0213903743315,137795,1395.952452254,1.21680952217261,462.207233507953,379.851755830018,137753.5,190.394327646598,137753.5,74309,0.539434569720552,0.221014696945936,1.9297597065329,73286.484375,5.81969878805356e-06,5.08139068601909e-05,1.92975974082947,2.95544789727723e-05,0.000258050905470694,9.79999923706055,3.8789800537409,5.44380435932706,1286234.875,1.64172256305768e-05,2.30401196236106e-05,5.4438042640686,8.91450440155527e-05,0.000125107160258856,29.5596942901611,0.625895634607091,3.61954968476953,207541.359375,1.09157056472635e-05,6.31254425658232e-05,3.61954975128174,5.84590555498876e-05,0.000338068272708676,19.3844966888428,496,2.85433102526587,1.78803086819149,76.5665322580645,331591,2182.15764646288,1.14890850182343,699.391610875016,608.744395019285,331517.5,291.809869606907,331517.5,189338,0.571125204551796,0.202742573107976,1.74458198119661,26140.81640625,1.35306038483427e-05,0.000116429654150422,1.74458193778992,8.21872792128868e-05,0.000707214297423437,10.5968990325928,4.44095132468822,6.597288951874,572598.5,5.11671611139494e-05,7.60117646053044e-05,6.59728908538818,0.00029283203912697,0.000435018858627712,37.756591796875,1.08784336318018,5.16448219282742,140262.171875,4.0054617148812e-05,0.000190157300220892,5.16448211669922,0.000158169935689994,0.000750903892931441,20.393798828125,184,3.03332412185467,1.98258028124192,81.4347826086957,128936,1357.26616075298,1.22429335168305,448.881471074767,366.645355427017,128889,179.969441850554,128889,74508,0.578078812001024
"H20-12526 - 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H20-14058",0.180602629656684,1.56325872534143,12362.25,2.28379659185974e-05,0.000197680673637834,1.56325876712799,0.000125548569628407,0.00108672225481341,8.59379959106445,4.99098109934259,5.86010937339188,341632.65625,8.56115314714921e-05,0.000100519903413902,5.86010932922363,0.000391436006310563,0.000459600580327936,26.793794631958,0.0762245979615595,2.32512198327484,5217.57373046875,3.39681793948523e-05,0.00103615057022176,2.32512187957764,0.000154721696852244,0.0047195633464956,10.5907001495361,176,2.32536434201315,1.18387229479985,44.9318181818182,68450,982.773736703807,1.11653732684068,312.708642943946,280.070030286203,68421,137.379037702264,68421,62916,0.919542245801727,0.179107964922844,1.57497410082073,24467.22265625,1.1529318331981e-05,0.00010138230190271,1.57497406005859,5.26836294957737e-05,0.000463270028381053,7.19689989089966,3.14409712055107,4.3000994298272,429502.53125,3.14781149646704e-05,4.30517948465566e-05,4.30009937286377,0.000175483474294701,0.000240004159803588,23.9720954895019,0.431308608333455,2.78065712161971,58919.34375,2.03553068898421e-05,0.000131231160177157,2.78065705299377,0.000109691367711968,0.00070718292404838,14.9844989776611,302,2.74799283217823,1.60947734113784,51.4403973509934,136606,1419.0651506262,1.37988566213241,490.738565146233,355.637121693017,136521,175.570498660794,136521,83947,0.614901736729148,0.164408019840543,1.39356536827306,5606.3134765625,4.08670210069226e-05,0.000346399556633373,1.39356541633606,0.000169906154755623,0.00144016899755574,5.79379987716675,3.64988269794721,4.42827154344268,124461,0.000129861342242736,0.000157556100849544,4.42827177047729,0.000627202232562202,0.000760961934475596,21.3875961303711,0.102310501053886,1.77005991168823,3488.7880859375,5.19079162228492e-05,0.000898051721562231,1.77005994319916,0.000187501459876813,0.00324393697706713,6.39379978179932,102,2.61655866637302,1.19728975707204,39.4411764705882,34100,712.859956417322,1.14539434732613,225.866999512361,197.195839179439,34085,93.0859817588019,34085,25124,0.737098430394602,0.174695768505946,1.56695158243147,23093.732421875,1.18534247583075e-05,0.000106320507022642,1.5669516324997,5.2952478932478e-05,0.000474962681503596,7,3.84206403089399,4.93771023517174,507897.8125,3.73519999787189e-05,4.80037165221684e-05,4.93771028518677,0.000222353501884541,0.000285762328075024,29.393798828125,0.248857266593038,2.2540210688592,32897.4375,1.70508583427018e-05,0.000154437901182263,2.25402116775513,7.71358716285346e-05,0.000698657034194073,10.1968994140625,289,2.61555234536669,1.51407419765368,50.9965397923875,132194,1389.36666581637,1.29494702334287,467.683340359782,361.160211135487,132143.5,175.960222777763,132143.5,85283,0.645381725169986
"H20-14222",0.164170834415309,1.44388670445435,15129.7509765625,1.63130383292906e-05,0.000143674639210373,1.44388672709465,6.42526497167773e-05,0.000565713408065341,5.84612274169922,1.73848787453025,3.37620443838898,159891.02734375,3.78513005670304e-05,7.3395697770684e-05,3.37620443105698,0.000199822222524356,0.000383738536263023,17.940673828125,2.09631581724637,5.47255753572196,199291.3828125,6.02841951079091e-05,0.000162876497987813,5.4725576043129,0.000271604601770981,0.000731644245328224,24.8313827514648,172,2.59504457667585,1.37757424682176,64.9119102301793,90612,1169.18721061797,1.50509107457438,413.648508801947,280.65760637397,90564.625,137.550288815235,90564.625,35278.25,0.405485796247882,0.1848548090382,1.60273542300113,16048.7622070312,1.85862608379859e-05,0.000161174544856971,1.60273545980453,7.43376858505344e-05,0.000644675634622243,6.393798828125,4.63933023098912,6.84887668165896,396462.171875,7.94370658856387e-05,0.000119739120673187,6.84887671470642,0.000447836060263755,0.000701400929571256,39.256591796875,0.835390847415175,3.78340212543987,76471.8935546875,4.35053885883207e-05,0.000342656833865055,3.78340220451355,0.000183667025574899,0.00143210274780774,15.9922332763672,147.5,2.56688091790263,1.46489319578597,67.7727774202446,86581,1130.78950135009,1.3655325420548,390.571346651649,286.164830363894,86529.25,137.917051867079,86529.25,53442.5,0.630601047567347,0.212981325028809,1.90722510804521,2240.98950195312,0.000181260704427725,0.00162317032509662,1.90722513198852,0.000874060910139173,0.00782712246509308,9.19686889648438,1.9128906621246,3.05981081588249,20127.435546875,0.000290801261817745,0.000465158236066633,3.05981087684631,0.00117700921562411,0.00188271373773136,12.3844909667969,1.09155231672329,4.14781996264446,11485.3134765625,0.000394204523463232,0.00149794871646086,4.14781999588013,0.00187911943799301,0.00714051813888136,19.7720947265625,27,2.00099114069507,1.16573957246477,43.5185185185185,10522,510.042676580869,3.14230325452679,212.568001276535,67.6471950854237,10511,64.7765389628066,10511,2118,0.201503187137285,0.157947230947068,1.38520737544448,24381.931640625,8.98382935145266e-06,7.87939865313302e-05,1.38520735502243,3.83506734381218e-05,0.00033641850211063,5.89533996582031,2.84637336943999,3.95304274982549,441900.375,2.55420623083227e-05,3.56889839696016e-05,3.95304262638092,0.000129536632674724,0.000180357343233249,20.0844573974609,0.684381598743407,3.83531081465353,104201.435546875,2.50076795575506e-05,0.000149222622065461,3.83531093597412,0.000114305847451195,0.000700740138567822,17.5875854492188,435.5,2.69161507471971,1.48805085327578,41.0500709696698,154323.5,1468.78950135009,1.13076219192951,472.425261058307,418.016132891183,154294.25,206.776663018154,154294.25,105005,0.678696374214564
"H20-14245 - 1",0.17051679209659,1.55882753766299,13270.298828125,2.00301644661905e-05,0.000183111420112394,1.55882751941681,8.2197004782134e-05,0.000751427193723105,6.39689970016479,3.47977327045641,4.4389967544708,270809.875,5.70389184806692e-05,7.27620894625141e-05,4.4389967918396,0.000269839638157895,0.000344222794105594,21,0.341563902403179,3.20109214121207,26581.869140625,4.11324558387461e-05,0.000385487986897228,3.20109224319458,0.000166844405037792,0.00156364390386093,12.9844989776611,185,2.76461832287391,1.49590422208966,46.0162162162162,77824,1056.14631970584,1.20930713902151,346.727182436635,286.715567326581,77817.5,143.422452914458,77817.5,61512,0.790464869727246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H20-14245 - 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
